,number_of_vehicles_involved,number_of_casualties,accident_severity,time_hours,day_of_week_encoded,driving_experience_encoded,educational_level_encoded,age_band_of_casualty_encoded,service_year_of_vehicle_encoded,age_band_of_driver_encoded,casualty_severity_encoded,cause_of_accident_encoded,type_of_vehicle_encoded,area_accident_occured_encoded,vehicle_movement_encoded,road_allignment_encoded,type_of_collision_encoded,pedestrian_movement_encoded,weather_conditions_encoded,types_of_junction_encoded,lanes_or_medians_encoded,road_surface_type_encoded,owner_of_vehicle_encoded,road_surface_conditions_encoded,casualty_class_encoded,light_conditions_encoded,sex_of_casualty_encoded,sex_of_driver_encoded
5948,2,1,Slight Injury,7,5,0,4,0,2,1,2,3,0,6,2,7,8,5,2,1,2,0,3,0,0,3,1,1
5949,2,1,Slight Injury,7,5,3,4,4,1,4,1,0,0,7,9,5,8,5,2,1,4,4,3,0,2,3,1,0
5950,2,1,Slight Injury,16,4,3,4,4,5,2,2,10,14,1,7,3,8,5,2,4,2,0,3,0,0,3,1,1
5951,2,1,Slight Injury,16,4,3,4,5,5,0,3,1,7,7,3,5,8,5,2,4,4,0,3,0,3,3,2,1
5952,2,2,Serious Injury,15,6,5,4,1,0,0,2,10,7,6,4,5,8,6,2,1,2,0,3,0,2,3,1,1
5953,2,2,Serious Injury,15,6,0,4,3,5,2,2,4,7,9,2,5,8,0,2,1,4,0,0,0,2,3,1,1
5954,2,2,Serious Injury,15,6,0,3,5,5,2,3,10,10,6,2,5,8,5,2,1,1,0,3,0,3,3,2,1
5955,2,1,Slight Injury,15,4,4,4,0,5,2,2,16,5,6,2,5,5,5,2,1,2,0,3,0,0,3,1,1
5956,2,1,Slight Injury,15,4,0,4,5,5,2,3,5,9,2,2,5,8,5,2,1,0,0,3,0,3,3,2,1
5957,2,3,Serious Injury,22,2,1,4,1,5,1,2,11,0,2,2,5,2,5,2,1,4,0,3,0,0,0,1,1
5958,2,3,Serious Injury,22,2,2,5,0,5,0,2,9,0,9,2,5,8,5,2,1,4,0,3,0,2,0,0,1
5959,2,3,Serious Injury,22,2,3,5,3,5,0,2,1,14,7,2,5,8,5,2,1,4,0,3,0,0,0,1,1
5960,3,2,Slight Injury,8,0,1,4,5,5,1,3,0,5,7,2,5,8,5,2,3,6,0,3,0,3,3,2,1
5961,3,2,Slight Injury,8,0,3,1,5,5,1,3,1,5,13,2,5,8,5,2,3,4,0,3,0,3,3,2,1
5962,3,2,Slight Injury,8,0,2,6,5,1,1,3,5,5,9,4,5,8,5,2,3,4,0,3,0,3,3,2,1
5963,2,5,Fatal injury,11,3,6,5,0,5,0,2,12,11,6,3,5,8,5,2,1,4,0,3,0,0,3,1,1
5964,2,5,Fatal injury,11,3,2,4,5,5,0,3,12,9,9,2,5,2,5,2,1,4,0,3,0,3,3,2,1
5965,2,5,Fatal injury,11,3,4,4,1,5,0,2,0,7,7,3,5,2,5,2,1,2,0,3,0,2,3,0,1
5966,2,5,Fatal injury,11,3,1,4,1,5,0,2,1,9,7,2,5,8,5,2,1,2,0,3,0,0,3,1,1
5967,2,5,Fatal injury,11,3,1,1,1,5,0,2,1,7,1,3,5,2,6,2,1,2,0,3,0,2,3,1,1
5968,2,5,Fatal injury,11,3,1,4,4,2,0,2,0,9,2,11,5,2,5,2,1,1,0,3,0,0,3,1,1
5969,2,1,Slight Injury,20,1,1,4,5,5,3,3,0,14,12,2,5,8,5,2,7,2,0,3,0,3,0,2,1
5970,2,1,Slight Injury,20,1,2,4,5,1,3,3,7,0,6,2,5,8,5,2,7,4,3,3,0,3,0,2,1
5971,2,1,Serious Injury,9,6,2,4,4,0,1,2,16,5,7,2,5,2,5,2,0,5,0,3,0,0,3,1,1
5972,2,1,Serious Injury,9,6,3,4,5,2,0,3,0,13,9,2,5,8,5,2,0,4,0,3,0,3,3,2,1
5973,2,1,Slight Injury,12,6,2,1,1,3,2,2,5,5,7,4,5,8,5,2,1,4,0,3,0,0,3,1,1
5974,2,1,Slight Injury,12,6,2,4,0,0,2,2,3,5,7,2,3,8,5,2,1,6,0,3,0,2,3,1,1
5975,2,1,Slight Injury,14,1,3,4,4,1,4,2,9,11,6,3,3,8,5,4,1,1,0,3,3,0,3,0,1
5976,2,1,Slight Injury,14,1,6,1,5,5,1,3,10,0,9,3,5,8,5,4,1,2,0,3,3,3,3,2,1
5977,2,1,Slight Injury,9,5,2,4,1,5,4,2,12,0,7,3,5,8,5,2,1,2,0,3,0,0,3,1,1
5978,2,1,Slight Injury,9,5,2,4,5,1,1,3,17,0,9,2,5,1,5,2,1,4,0,1,0,3,3,2,1
5979,2,2,Slight Injury,14,4,4,4,4,5,0,2,0,11,2,2,5,8,5,4,1,2,0,3,3,1,3,0,1
5980,2,2,Slight Injury,14,4,6,5,5,5,0,3,10,4,9,2,5,2,5,4,1,2,0,0,3,3,3,2,1
5981,2,1,Slight Injury,17,3,2,4,0,5,0,1,9,8,6,2,5,8,6,2,3,1,0,3,0,2,3,0,1
5982,2,1,Slight Injury,17,3,2,4,0,4,0,1,12,4,9,4,5,8,5,2,3,2,0,0,0,0,3,1,1
5983,1,1,Slight Injury,20,2,3,4,5,5,0,3,12,8,7,2,5,8,5,2,1,1,0,3,0,3,0,2,1
5984,2,1,Slight Injury,17,6,3,2,0,5,1,2,10,13,4,2,5,8,6,2,3,2,0,3,0,2,0,1,1
5985,2,1,Slight Injury,17,6,3,4,3,5,1,2,10,4,2,2,5,8,1,2,3,2,0,3,0,2,0,0,1
5986,3,1,Serious Injury,15,1,3,4,0,1,4,2,16,17,9,7,3,8,5,2,0,4,0,3,0,0,3,1,1
5987,3,1,Serious Injury,15,1,3,4,5,5,0,3,5,17,13,3,5,8,5,2,0,2,0,4,0,3,3,2,1
5988,3,1,Serious Injury,15,1,3,4,0,5,1,2,1,5,13,2,5,8,5,2,0,2,3,4,0,0,3,1,1
5989,1,1,Slight Injury,8,6,2,4,5,0,4,3,0,7,6,2,5,8,5,2,1,4,0,3,0,3,3,2,1
5990,1,1,Serious Injury,16,2,1,4,0,3,2,2,3,7,5,7,7,2,5,3,1,2,3,3,3,0,0,0,1
5991,2,2,Slight Injury,21,1,4,4,5,3,3,3,9,0,2,2,3,8,5,2,1,2,0,3,0,3,0,2,1
5992,2,2,Slight Injury,21,1,4,4,1,5,3,2,9,7,6,7,7,2,5,2,1,6,0,3,0,0,0,1,1
5993,2,2,Slight Injury,21,1,1,4,5,3,4,3,1,0,2,4,3,8,5,2,1,2,0,3,0,3,0,2,1
5994,2,1,Slight Injury,9,5,4,1,5,5,1,3,12,10,6,11,7,8,5,2,1,6,0,4,0,3,3,2,1
5995,2,1,Slight Injury,9,5,4,4,2,5,4,2,2,5,6,2,5,7,5,2,1,4,0,0,0,0,3,1,1
5996,2,1,Slight Injury,20,2,6,4,4,0,1,2,5,17,12,2,5,1,5,2,7,2,0,3,3,1,3,1,1
5997,2,1,Slight Injury,20,2,2,5,3,4,1,2,1,0,9,2,5,8,5,2,7,2,0,3,3,0,3,0,1
5998,2,1,Slight Injury,18,5,4,6,5,5,4,3,3,17,6,2,7,8,5,0,0,6,0,3,3,3,0,2,0
5999,2,1,Slight Injury,18,5,4,4,5,5,3,3,10,5,11,2,5,8,5,0,0,6,0,3,3,3,0,2,1
6000,2,1,Slight Injury,13,0,0,4,5,5,1,3,0,17,7,2,5,1,5,2,0,2,0,3,3,3,3,2,1
6001,2,1,Slight Injury,13,0,3,1,1,5,0,2,10,5,9,2,5,2,5,2,0,4,0,3,3,0,3,0,1
6002,4,1,Slight Injury,17,5,3,1,0,5,1,2,10,15,6,2,5,7,5,2,7,4,0,3,3,1,0,0,1
6003,4,1,Slight Injury,17,5,4,1,1,5,0,2,7,5,6,2,5,8,5,2,7,4,0,3,3,0,0,0,1
6004,4,1,Slight Injury,17,5,1,2,5,5,1,3,16,5,9,2,5,7,5,2,7,4,0,3,3,3,0,2,1
6005,4,1,Slight Injury,17,5,1,4,1,5,1,2,3,7,6,2,5,7,5,2,7,4,0,3,3,0,0,1,1
6006,2,1,Fatal injury,17,5,3,0,5,5,2,3,5,14,6,2,5,7,5,2,1,4,0,3,0,3,0,2,1
6007,2,1,Fatal injury,17,5,1,4,3,5,0,2,9,14,6,2,5,8,6,2,1,5,0,3,0,2,0,0,1
6008,2,1,Slight Injury,7,6,1,4,5,5,3,3,17,5,6,2,5,8,5,2,3,2,0,3,3,3,3,2,1
6009,2,1,Slight Injury,7,6,0,2,4,5,0,2,5,5,7,2,5,2,5,2,3,4,0,3,3,0,3,1,1
6010,1,1,Serious Injury,12,6,2,4,3,5,0,2,1,7,7,3,5,2,5,2,1,2,0,3,0,1,3,0,1
6011,2,1,Serious Injury,17,6,4,4,5,1,1,3,0,0,7,2,5,8,5,3,7,2,0,3,3,3,3,2,1
6012,2,1,Serious Injury,17,6,4,4,0,1,4,2,10,17,9,2,5,8,5,3,7,1,0,3,3,0,3,1,1
6013,2,1,Serious Injury,10,3,6,1,3,1,1,2,10,15,12,2,6,8,5,2,3,4,0,3,0,1,3,1,1
6014,2,1,Serious Injury,10,3,4,4,3,1,0,2,12,5,9,11,6,8,5,2,3,4,0,3,0,1,3,1,1
6015,2,1,Slight Injury,7,1,0,4,5,1,4,3,9,7,6,9,5,8,5,3,1,2,0,3,0,3,3,2,0
6016,2,1,Slight Injury,7,1,1,1,0,5,0,2,9,0,2,2,5,6,5,3,1,1,0,3,0,0,3,1,1
6017,1,1,Slight Injury,8,6,0,2,2,5,4,2,7,11,7,2,5,8,5,2,1,4,0,3,0,1,3,0,0
6018,1,1,Slight Injury,7,4,2,4,5,1,0,3,0,14,7,2,5,2,5,2,0,1,0,3,0,3,3,2,1
6019,2,3,Slight Injury,15,6,4,4,5,2,0,3,0,0,7,2,5,1,5,2,7,2,0,3,0,3,3,2,1
6020,2,3,Slight Injury,15,6,3,2,0,5,1,2,12,5,7,2,5,8,5,2,7,2,0,3,0,0,3,1,1
6021,2,3,Slight Injury,15,6,2,1,0,5,1,2,1,7,6,2,5,8,0,2,7,4,0,3,0,2,3,0,1
6022,2,3,Slight Injury,15,6,4,1,5,5,1,3,1,10,6,2,5,8,5,2,7,3,0,3,0,3,3,2,1
6023,2,1,Slight Injury,17,5,2,4,0,5,4,2,3,7,9,2,5,8,5,2,1,4,0,3,3,0,0,1,1
6024,2,1,Slight Injury,17,5,2,1,5,5,0,3,0,7,6,2,5,8,5,2,1,1,0,3,3,3,0,2,1
6025,1,1,Serious Injury,17,3,1,4,1,5,1,2,1,12,9,9,5,8,5,2,7,2,0,3,0,0,0,1,1
6026,2,3,Slight Injury,11,2,3,4,5,5,0,3,5,5,6,11,5,8,5,4,0,4,0,3,3,3,3,2,1
6027,2,3,Slight Injury,11,2,2,4,0,5,0,2,3,5,7,7,5,2,5,4,0,2,0,3,3,0,3,1,1
6028,2,3,Slight Injury,11,2,0,2,3,5,1,2,10,8,6,4,5,6,1,4,0,1,0,3,3,2,3,1,1
6029,2,5,Slight Injury,18,5,3,4,3,5,4,2,12,4,12,2,5,8,5,2,4,4,0,3,0,2,0,1,1
6030,2,5,Slight Injury,18,5,1,1,3,5,3,2,12,0,9,2,5,1,5,2,4,1,0,3,0,2,0,0,1
6031,2,5,Slight Injury,18,5,2,4,5,5,3,3,12,0,6,9,5,8,5,2,4,4,0,3,0,3,0,2,1
6032,2,5,Slight Injury,18,5,4,4,2,5,3,1,0,8,9,4,5,8,5,2,4,4,0,3,0,0,0,0,1
6033,2,5,Slight Injury,18,5,2,4,3,3,3,2,9,0,6,2,5,1,5,2,4,4,0,3,0,0,0,1,1
6034,2,5,Slight Injury,18,5,3,2,5,3,3,3,3,7,9,2,5,1,5,2,4,1,0,3,0,3,0,2,1
6035,2,1,Slight Injury,15,0,2,4,5,5,4,3,5,5,7,4,5,8,5,2,3,6,0,3,0,3,3,2,1
6036,2,1,Slight Injury,15,0,0,1,1,5,0,2,1,10,7,2,5,8,5,2,3,2,0,2,0,0,3,1,1
6037,2,2,Slight Injury,18,4,6,4,3,2,4,2,12,8,6,9,5,8,1,2,7,2,0,3,0,2,0,0,1
6038,2,2,Slight Injury,18,4,0,0,4,3,1,2,1,14,6,2,5,8,5,2,7,2,0,3,0,2,0,1,1
6039,2,2,Slight Injury,18,4,3,4,0,1,1,2,4,7,9,9,5,8,5,2,7,2,0,3,0,0,0,1,1
6040,2,2,Serious Injury,13,6,0,4,0,5,4,2,9,8,7,2,5,2,2,2,7,2,0,3,0,2,3,1,1
6041,2,2,Serious Injury,13,6,2,4,1,5,3,2,12,10,7,3,5,8,5,2,7,4,0,0,0,0,3,1,1
6042,2,2,Serious Injury,13,6,1,4,5,5,3,3,10,9,6,11,5,8,5,2,7,2,0,3,0,3,3,2,1
6043,2,1,Slight Injury,18,5,6,5,1,5,4,2,3,5,6,2,5,8,5,2,1,2,0,3,0,0,0,1,1
6044,2,1,Slight Injury,18,5,1,4,5,5,0,3,0,8,2,2,5,8,5,2,1,4,0,3,0,3,0,2,1
6045,2,2,Slight Injury,15,0,1,4,0,5,1,2,12,5,7,7,5,8,5,2,1,1,0,0,0,0,3,1,1
6046,2,2,Slight Injury,15,0,3,4,5,5,0,3,12,8,6,7,5,8,5,2,1,4,0,3,0,3,3,2,1
6047,2,1,Slight Injury,14,5,0,4,1,0,4,2,10,3,6,7,5,8,5,3,7,2,0,3,3,1,3,1,1
6048,2,1,Slight Injury,14,5,0,0,0,4,0,2,4,17,9,2,5,8,5,3,7,2,0,3,3,0,3,1,1
6049,2,2,Serious Injury,22,1,5,0,5,5,4,3,3,7,7,2,5,8,5,6,0,4,0,4,2,3,0,2,1
6050,2,2,Serious Injury,22,1,0,4,5,2,1,3,3,17,9,2,5,8,5,6,0,2,0,3,2,3,0,2,1
6051,2,2,Serious Injury,22,1,2,4,0,5,1,2,1,10,6,2,5,8,5,6,0,2,0,0,2,0,0,1,1
6052,2,1,Slight Injury,17,5,3,4,1,2,4,2,3,13,6,3,5,8,5,2,7,4,0,3,0,0,0,1,0
6053,2,1,Slight Injury,17,5,3,4,5,3,1,3,0,5,7,2,5,8,5,2,7,4,0,3,0,3,0,2,1
6054,2,1,Slight Injury,9,6,2,4,1,0,3,2,3,5,7,3,3,8,5,2,1,6,0,3,3,0,3,1,1
6055,2,1,Slight Injury,9,6,1,1,5,1,1,3,3,11,6,3,3,8,5,2,1,1,0,3,3,3,3,2,1
6056,2,2,Slight Injury,3,3,1,4,0,5,0,2,5,0,9,2,5,2,5,3,0,2,0,3,0,2,0,0,1
6057,2,2,Slight Injury,3,3,4,4,0,5,0,2,3,0,7,4,5,8,1,3,0,2,0,3,0,2,0,1,1
6058,2,3,Serious Injury,15,3,1,4,5,1,0,3,10,0,9,2,5,8,5,8,1,4,0,1,3,3,3,2,1
6059,2,3,Serious Injury,15,3,1,4,3,5,0,2,3,11,2,4,5,8,5,8,1,2,0,3,3,0,3,1,1
6060,2,3,Serious Injury,15,3,2,1,3,5,0,2,4,4,9,2,5,8,5,8,1,2,0,0,3,2,3,1,1
6061,2,3,Serious Injury,15,3,3,4,1,5,4,2,16,8,6,7,5,1,1,8,1,1,0,3,3,2,3,0,1
6062,2,2,Serious Injury,8,6,6,5,0,4,0,2,10,4,9,11,5,8,5,2,7,2,0,0,0,0,3,1,1
6063,2,2,Serious Injury,8,6,1,4,3,5,3,2,3,8,7,2,5,8,1,2,7,1,0,3,0,2,3,1,1
6064,2,1,Slight Injury,13,6,2,4,3,5,4,2,12,13,4,2,5,8,5,2,1,2,0,3,0,1,3,0,1
6065,2,1,Slight Injury,13,6,1,0,1,5,1,2,12,4,2,2,5,8,5,2,1,2,0,3,0,1,3,0,1
6066,1,1,Slight Injury,13,0,6,5,0,1,4,2,12,17,9,2,3,8,5,3,7,4,0,3,3,0,3,1,1
6067,1,1,Slight Injury,17,6,0,5,0,5,4,2,12,17,13,2,5,8,5,2,1,2,0,4,0,2,0,1,1
6068,1,1,Slight Injury,8,1,1,4,1,5,4,1,10,5,13,2,5,8,5,2,7,2,0,4,0,0,3,0,1
6069,3,1,Slight Injury,1,2,3,4,5,0,0,3,9,7,6,4,5,8,5,0,1,4,0,3,0,3,0,2,1
6070,3,1,Slight Injury,1,2,4,4,4,3,0,2,10,7,5,2,7,1,5,0,1,2,0,3,0,0,0,1,1
6071,3,1,Slight Injury,1,2,1,4,5,3,4,3,0,0,2,2,3,8,5,0,1,2,0,3,0,3,0,2,1
6072,1,1,Slight Injury,5,2,4,4,0,5,0,2,0,7,6,2,7,8,5,4,1,6,0,3,3,0,0,1,1
6073,1,1,Slight Injury,8,6,2,2,1,3,4,2,11,0,2,2,3,8,5,2,1,2,0,3,0,2,3,1,1
6074,2,1,Slight Injury,17,5,0,0,1,5,2,2,9,10,6,7,7,8,5,2,1,6,0,4,0,0,0,1,1
6075,2,1,Slight Injury,17,5,4,4,1,5,0,2,0,5,6,2,5,2,5,2,1,4,0,0,0,0,0,1,1
6076,3,2,Slight Injury,14,2,6,5,0,0,4,2,10,17,12,2,5,8,5,2,1,2,0,3,0,0,3,1,1
6077,3,2,Slight Injury,14,2,4,2,5,4,1,3,12,0,9,4,5,8,5,2,1,2,0,3,0,3,3,2,1
6078,3,2,Slight Injury,14,2,4,2,1,5,1,2,1,17,6,2,7,8,5,2,1,6,0,3,0,0,3,0,1
6079,3,2,Slight Injury,14,2,6,5,5,5,4,3,10,5,11,2,5,8,5,2,1,6,0,3,0,3,3,2,1
6080,2,1,Slight Injury,7,5,1,2,0,5,1,1,10,17,7,2,5,8,5,2,1,2,0,3,0,0,0,0,1
6081,2,1,Slight Injury,7,5,3,4,5,5,0,3,7,5,9,9,5,8,5,2,1,4,0,3,0,3,0,2,1
6082,1,1,Serious Injury,19,2,3,4,0,5,1,2,11,15,6,2,5,8,5,2,1,4,0,3,0,0,0,1,1
6083,2,1,Serious Injury,7,5,2,4,3,5,1,2,0,5,6,2,5,2,5,2,1,4,0,3,3,0,3,1,1
6084,2,1,Serious Injury,7,5,0,4,5,5,0,3,10,5,9,7,5,8,5,2,1,4,0,3,3,3,3,2,1
6085,2,1,Slight Injury,14,6,4,5,0,5,4,2,3,7,6,4,5,8,5,2,1,4,0,3,0,0,3,1,1
6086,2,1,Slight Injury,14,6,4,4,5,5,1,3,10,14,6,2,5,8,5,2,1,4,0,3,0,3,3,2,1
6087,2,1,Slight Injury,16,2,1,2,3,5,0,2,1,14,6,2,5,8,5,2,1,5,0,3,3,0,3,1,1
6088,2,1,Slight Injury,16,2,0,4,0,5,4,2,16,5,6,3,5,6,5,2,1,2,0,3,3,0,3,0,1
6089,1,1,Slight Injury,2,4,2,4,5,5,4,3,3,5,7,7,5,8,5,2,7,4,0,3,0,3,0,2,1
6090,2,1,Slight Injury,17,6,1,1,0,5,1,2,9,7,7,2,5,8,5,2,7,2,0,3,3,2,0,0,1
6091,2,1,Slight Injury,17,6,2,1,5,1,0,3,10,0,7,2,5,2,5,2,7,2,0,3,3,3,0,2,1
6092,2,1,Slight Injury,18,4,3,4,0,1,4,2,16,17,9,3,5,8,5,4,4,1,0,3,3,0,0,1,1
6093,2,1,Slight Injury,18,4,2,4,4,1,1,2,3,15,12,2,6,8,6,4,4,4,0,3,3,2,0,1,1
6094,1,1,Slight Injury,9,4,2,2,5,1,0,3,3,5,9,2,6,8,5,3,7,4,0,3,0,3,3,2,1
6095,1,1,Slight Injury,13,0,2,4,0,1,1,2,9,7,6,2,5,2,5,2,3,2,5,3,0,0,3,1,1
6096,1,1,Slight Injury,17,5,3,4,5,5,3,3,3,0,2,2,5,2,5,4,1,1,0,3,3,3,3,2,1
6097,2,1,Slight Injury,9,0,0,4,1,5,4,2,4,11,7,2,5,8,5,2,7,4,0,3,0,0,3,1,1
6098,2,1,Slight Injury,9,0,1,4,3,1,3,2,0,14,7,2,5,8,5,2,7,1,0,3,0,2,3,1,1
6099,2,1,Slight Injury,21,6,0,4,3,2,1,2,10,0,7,11,5,2,5,8,1,2,0,3,3,2,0,0,1
6100,2,1,Slight Injury,21,6,6,5,5,5,0,3,10,5,7,2,5,2,5,8,1,2,0,3,3,3,0,2,1
6101,2,1,Slight Injury,13,1,2,1,0,5,2,2,1,7,6,7,5,8,5,4,1,4,0,3,3,0,3,1,1
6102,2,1,Slight Injury,13,1,2,4,0,5,1,2,5,10,6,2,5,8,5,4,1,3,0,3,3,0,3,0,1
6103,2,1,Slight Injury,11,2,3,4,5,5,0,3,1,7,9,2,5,8,5,2,0,4,0,3,0,3,3,2,1
6104,2,1,Slight Injury,11,2,1,4,5,5,1,3,0,7,6,2,5,2,5,2,0,1,0,3,0,3,3,2,1
6105,3,3,Slight Injury,19,0,3,4,1,5,3,2,9,12,9,2,5,8,5,2,1,2,0,3,3,0,0,1,1
6106,3,3,Slight Injury,19,0,1,4,4,5,3,2,10,5,6,2,5,8,5,2,1,4,0,3,3,2,0,1,1
6107,3,3,Slight Injury,19,0,2,1,5,5,2,3,1,5,7,2,5,8,5,2,1,2,0,3,3,3,0,2,1
6108,3,3,Slight Injury,19,0,2,1,3,5,4,2,9,8,6,4,5,6,5,2,1,1,0,3,3,0,0,1,0
6109,3,1,Serious Injury,22,6,2,4,5,5,0,3,10,4,12,3,5,8,5,2,1,4,0,3,3,3,0,2,1
6110,3,1,Serious Injury,22,6,2,4,3,5,2,2,4,0,9,4,5,8,5,2,1,1,0,3,3,2,0,1,1
6111,3,1,Serious Injury,22,6,3,1,1,5,4,2,4,0,6,2,5,1,5,2,1,4,0,3,3,2,0,1,0
6112,1,1,Slight Injury,12,4,4,4,4,5,1,1,9,4,9,2,5,8,5,2,1,4,0,3,0,0,3,1,1
6113,2,1,Slight Injury,17,6,2,4,0,5,2,2,9,6,6,2,5,8,5,2,1,4,0,3,0,0,0,1,1
6114,2,1,Slight Injury,17,6,0,1,5,1,1,3,16,5,6,4,5,8,5,2,1,2,0,3,0,3,0,2,1
6115,3,2,Slight Injury,18,4,6,5,4,5,1,2,3,14,9,2,5,8,5,2,7,4,0,3,0,2,3,0,1
6116,3,2,Slight Injury,18,4,3,4,5,5,0,3,0,0,7,11,5,2,5,2,7,2,0,3,0,3,3,2,1
6117,3,2,Slight Injury,18,4,1,2,3,3,2,2,5,7,4,2,5,8,5,2,7,4,0,3,0,0,3,0,1
6118,1,1,Slight Injury,16,0,0,4,5,5,2,3,10,7,6,2,5,8,5,2,0,2,0,3,0,3,3,2,1
6119,3,1,Slight Injury,7,5,0,4,0,5,4,2,9,15,1,2,5,8,5,2,1,2,0,1,0,0,3,1,1
6120,3,1,Slight Injury,7,5,1,0,5,0,0,3,0,0,9,2,5,8,5,2,1,2,0,3,0,3,3,2,1
6121,3,1,Slight Injury,7,5,6,5,0,3,1,2,1,3,9,3,5,2,5,2,1,4,0,3,0,0,3,1,0
6122,2,1,Slight Injury,13,0,1,1,1,2,2,2,10,3,2,3,3,8,5,2,7,4,0,3,0,0,3,1,1
6123,2,1,Slight Injury,13,0,0,4,1,2,2,2,2,5,9,2,5,2,5,2,7,4,0,3,0,1,3,1,1
6124,2,1,Slight Injury,16,0,2,5,0,5,0,2,1,5,13,2,5,8,5,2,1,6,3,3,0,1,3,0,1
6125,2,1,Slight Injury,16,0,4,4,5,2,1,3,12,4,7,9,5,6,5,2,1,4,0,3,0,3,3,2,1
6126,1,1,Slight Injury,17,2,1,4,5,5,1,3,10,0,7,2,5,8,5,4,7,3,0,3,3,3,0,2,1
6127,2,1,Slight Injury,19,5,2,4,0,5,0,2,18,15,2,2,5,8,5,3,1,3,0,3,3,1,0,1,1
6128,2,1,Slight Injury,19,5,3,4,5,5,0,3,10,7,7,2,5,8,5,3,1,3,0,0,3,3,0,2,1
6129,1,1,Slight Injury,7,4,1,1,1,5,2,2,1,0,2,2,5,8,5,2,7,3,0,3,0,0,3,1,1
6130,2,1,Slight Injury,7,0,3,1,1,5,0,2,10,0,2,2,5,8,5,4,7,2,0,3,3,0,3,1,1
6131,2,1,Slight Injury,7,0,0,4,4,3,1,2,0,0,7,2,5,1,5,4,7,4,0,3,3,2,3,0,1
6132,3,3,Slight Injury,13,2,2,4,0,2,0,2,3,0,7,2,5,6,5,2,7,4,0,0,0,0,3,1,1
6133,3,3,Slight Injury,13,2,1,4,5,2,1,3,1,11,12,2,5,8,5,2,7,6,0,3,0,3,3,2,1
6134,3,3,Slight Injury,13,2,1,4,0,3,1,2,12,4,9,11,5,6,3,2,7,4,1,3,0,2,3,1,1
6135,3,3,Slight Injury,13,2,1,4,5,0,1,3,10,5,7,4,5,8,5,2,7,2,0,4,0,3,3,2,1
6136,2,1,Slight Injury,21,2,1,4,0,3,4,2,11,5,6,1,5,8,5,7,3,4,0,3,0,0,0,1,1
6137,2,1,Slight Injury,21,2,3,4,0,3,0,2,11,14,9,2,5,8,5,7,3,4,0,3,0,2,0,0,1
6138,2,1,Slight Injury,21,1,3,4,4,3,4,2,12,7,7,2,3,4,7,3,5,1,0,3,3,2,3,0,1
6139,2,1,Slight Injury,21,1,2,1,1,3,3,2,0,0,9,2,5,8,5,3,5,2,0,3,3,0,3,1,1
6140,2,1,Slight Injury,19,6,6,5,0,2,3,2,0,8,9,4,5,2,5,2,0,4,0,3,0,0,0,1,1
6141,2,1,Slight Injury,19,6,1,5,3,5,4,1,10,6,9,2,5,8,5,2,0,2,0,3,0,0,0,1,1
6142,2,1,Slight Injury,17,6,2,1,0,0,3,2,12,0,7,3,5,8,6,2,1,6,0,3,0,2,3,1,1
6143,2,1,Slight Injury,17,6,2,4,2,2,1,2,10,8,7,4,5,8,5,2,1,4,0,3,0,0,3,0,1
6144,2,1,Slight Injury,10,2,3,4,5,2,2,3,10,6,7,2,5,1,5,2,7,1,0,3,0,3,3,2,1
6145,2,1,Slight Injury,10,2,2,4,5,0,1,3,1,14,3,2,5,8,5,2,7,4,0,3,0,3,3,2,1
6146,2,1,Serious Injury,17,1,3,4,0,1,4,2,0,5,9,2,5,8,5,2,7,4,0,3,0,0,3,0,1
6147,2,1,Serious Injury,17,1,4,1,0,2,1,2,10,15,9,11,5,8,5,2,7,1,0,3,0,1,3,0,1
6148,2,1,Slight Injury,8,5,2,1,0,2,0,2,17,0,9,2,5,6,5,2,1,4,0,3,0,0,3,1,1
6149,2,1,Slight Injury,8,5,0,1,5,0,0,3,12,3,7,2,5,2,5,2,1,2,0,3,0,3,3,2,1
6150,2,1,Slight Injury,8,4,2,1,1,0,4,2,9,0,6,2,5,8,5,2,1,2,0,3,0,0,3,1,1
6151,2,1,Slight Injury,8,4,2,1,5,1,0,3,5,9,7,2,5,8,5,2,1,6,0,3,0,3,3,2,1
6152,3,1,Slight Injury,16,5,1,1,0,5,1,2,9,4,6,2,5,2,5,2,1,0,0,3,0,0,3,1,1
6153,3,1,Slight Injury,16,5,2,1,1,5,4,2,1,8,9,2,5,8,5,2,1,2,0,3,0,0,3,0,1
6154,3,1,Slight Injury,16,5,2,5,5,5,4,3,15,5,6,2,1,8,5,2,1,0,0,3,0,3,3,2,0
6155,3,1,Slight Injury,19,6,3,4,3,5,0,2,5,7,6,2,5,8,5,2,1,0,0,3,3,0,0,1,1
6156,3,1,Slight Injury,19,6,3,4,5,5,2,3,3,0,7,2,5,6,5,2,1,0,0,1,3,3,0,2,1
6157,3,1,Slight Injury,19,6,4,1,1,5,0,2,10,3,6,2,5,6,5,2,1,2,0,3,3,0,0,1,1
6158,2,1,Serious Injury,17,6,2,1,5,5,3,3,12,4,6,2,5,1,5,2,7,5,0,3,0,3,3,2,1
6159,2,1,Serious Injury,17,6,2,1,1,5,3,2,15,3,6,11,5,8,5,2,7,1,0,0,0,0,3,1,1
6160,2,3,Slight Injury,8,5,1,1,4,5,0,2,5,0,7,2,5,8,5,2,1,4,0,3,3,2,3,0,1
